FEN,Moves,MateIn,Winner
r1b1Rnk1/2q5/p2p1bQp/1p1P2pB/5p2/2N5/PPP2PPP/6K1 b - - 1 24,c7g7 e8f8 g8f8 g6e8,2,White
r6q/pp2ppk1/3p2P1/2pPb1Q1/2P1P3/2N4r/PP4P1/R4R1K w - - 0 23,g2h3 h8h3 h1g1 h3h2,2,Black
6rk/1p4r1/p2p1p1R/2p1pn2/4PP2/PP6/1BPP2qQ/1K5R b - - 0 31,f5h6 h2h6 g7h7 h6h7,2,White
2NQ1b2/1k4p1/2p1p3/8/5P2/4B2p/1P4pP/2r3K1 w - - 1 32,e3c1 f8c5 d8d4 c5d4 c1e3 d4e3,3,Black
1r4kr/p1n4p/bp2p2N/2p1P1p1/2P3P1/6p1/P1P4P/3R1RK1 b - - 3 27,g8g7 d1d7 g7h6 f1f6,2,White
1r4k1/5qBB/4pP2/p2pP1Qp/3P1K2/P1P5/3r4/8 b - - 0 39,g8h7 g5h6 h7g8 h6h8,2,White
1r5k/1b2rBpp/1pp3N1/p4Q2/2Pq4/P7/1P3PPP/4R1K1 b - - 4 28,h7g6 f5h3 d4h4 h3h4,2,White
2Q3k1/q2b1ppp/1b1p4/p2Pp3/Pp2P3/1P1N2nP/2R2PB1/6K1 b - - 1 33,d7c8 c2c8 b6d8 c8d8,2,White
5rRk/p1p4p/1p1qb3/n3p1Q1/4P3/3P2R1/2P3PP/7K b - - 2 27,f8g8 g5f6 g8g7 f6g7,2,White
6k1/7p/2q1p1BQ/p1P2pP1/3p1P2/2P1PK1R/2r4P/8 w - - 1 39,f3g3 c6g2 g3h4 g2g4,2,Black
2r4k/6R1/4N2p/3p4/1P6/P4pPq/5P1P/5RK1 w - - 1 33,e6f4 h3f1 g1f1 c8c1,2,Black
rn1q2nr/ppp1bp1k/3p1P2/3Pp1Q1/2B5/2P4P/PP3PP1/R1B1R1K1 b - - 0 18,e7f6 c4d3 e5e4 d3e4,2,White
3r1r2/2qn1pk1/3p1npp/p1p1pN2/1p2P2N/2PP3P/PP1Q1PP1/1R2R1K1 b - - 1 22,g6f5 h4f5 g7h8 d2h6 f6h7 h6g7,3,White
R3Nrk1/4Qppp/4p3/3p4/2n5/4qPKP/8/8 b - - 3 33,c4e5 e8f6 g7f6 e7f8,2,Black
3R2k1/p3rpp1/1p6/1Q4p1/8/4P3/qP3PPP/6K1 b - - 0 32,g8h7 b5f5 g7g6 f5h3 h7g7 h3h8,3,White
1r3rk1/p4p2/2p1p1Rp/8/3P4/2PQ3P/P5PK/1Bq5 b - - 0 26,g8h8 g6g8 f8g8 d3h7,2,White
8/2pkrR2/1p1p2Kp/pQ1P2p1/P1P5/7q/8/8 b - - 5 40,d7d8 f7f8 e7e8 f8e8,2,White
6rk/7p/3Q2q1/2pP4/2PbNp2/5P1r/PP4PK/4R1R1 w - - 0 29,g2h3 d4g1 e1g1 g6g1,2,Black
5rk1/6R1/p4p1K/5N2/4pP1P/8/r7/2q5 b - - 2 44,g8h8 g7h7 h8g8 f5e7,2,White
k1Qr1q2/pp6/4p3/4Pp1p/P2n4/1PR3P1/5PP1/2R2BK1 b - - 4 31,d8c8 c3c8 f8c8 c1c8,2,White
bk1r1q2/p1p2P1r/PR3Q1p/3p2p1/4p3/6B1/1PP2PPP/5RK1 b - - 0 26,a7b6 f6b6 b8c8 b6c7,2,White
6Q1/2r5/2r3kP/3p1pp1/3Pq1N1/4P1K1/5P2/R7 b - - 2 40,g6h5 a1h1 e4h1 g8e8 c6g6 g4f6 h5h6 e8h8 c7h7 h8h7,5,White
r5kQ/pp3p1p/q5pR/6P1/1nPp4/3B1P2/1P3P2/1K5R b - - 0 24,g8h8 h6h7 h8g8 h7h8 g8g7 h1h7,3,White
8/5Rkp/4p1pN/3p2P1/r7/8/7r/5K2 b - - 11 45,g7h8 f7f8 h8g7 f8g8,2,White
1Q4k1/4ppbp/6p1/6q1/1P2n3/4N3/1B1r1rPP/1RR3K1 b - - 1 30,g7f8 b8f8 g8f8 c1c8 d2d8 c8d8,3,White
r1b3k1/pp3r1p/6pQ/3B4/6p1/5Nq1/n3P3/3R1K1R b - - 1 25,g4f3 h6h7 g8f8 h7f7,2,White
3r1r2/5pk1/p5Rb/1p1p1B1Q/3P1q2/2P4P/PP3P2/R4K2 b - - 0 29,f7g6 h5g6 g7h8 g6h7,2,White
4r1k1/p3Np1p/6p1/4Bq2/3Qn3/7P/P5P1/2R4K b - - 2 27,e8e7 d4d8 e7e8 d8e8,2,White
r1bR2k1/p3q2p/1pp1p1pQ/5pN1/8/8/PbP2PPP/5RK1 b - - 1 21,e7d8 h6h7 g8f8 h7f7,2,White
r4Rnk/1b4Q1/2p3Bp/p1P3q1/1p1P1N2/1P2P2P/P5PK/2n5 b - - 0 30,h8g7 f8f7 g7h8 f7h7,2,White
7k/5rp1/p6p/6q1/8/1P1R1QP1/P1r5/5K2 w - - 0 43,f3f7 g5c1 d3d1 c1d1,2,Black
5r1k/pp3Qpp/2p5/8/5P2/6P1/1P5P/4R1K1 b - - 0 30,f8f7 e1e8 f7f8 e8f8,2,White
8/1q4kp/6p1/P2p4/1NR1P1P1/K1pP3P/1rP5/2R5 w - - 0 38,b4d5 b2a2 a3a2 b7b2,2,Black
6k1/6R1/p4p1p/2b2Qn1/2p5/1qB4P/1P4P1/5K2 b - - 0 41,g8g7 f5f6 g7g8 f6g7,2,White
r7/p1pbp2p/Q4q2/R3p3/1k4R1/1P2n3/1P3PP1/4K3 b - - 0 29,e3g4 a5b5 d7b5 a6a3,2,White
R5k1/3b1p2/3q1Pp1/7p/p7/4Q2P/5K2/8 b - - 3 43,g8h7 a8h8 h7h8 e3h6 h8g8 h6g7,3,White
4r1k1/pp5p/3B2p1/3pR3/5P1Q/8/6PP/2r4K w - - 5 35,h4e1 c1e1 e5e1 e8e1,2,Black
8/5KPk/8/8/8/8/p7/8 b - - 1 54,a2a1q g7g8q h7h6 g8g6,2,White
Rk1r3r/1Ppq4/2n5/1B1b3p/3b2pP/6P1/1Q3R2/6K1 b - - 1 31,b8b7 b5a6 b7a8 b2b7,2,White
5r1k/pp2r3/5Q1B/8/1n1pq3/8/PPP2P2/2K3R1 b - - 1 29,h8h7 g1g7 e7g7 f6g7,2,Black
2r5/1p3k2/p3p1pp/3p4/B2Pn3/4P2Q/PP4PP/6qK w - - 0 25,h1g1 c8c1 a4d1 c1d1,2,Black
3r1r2/pp2N1pk/1qp2pQp/6bR/8/2P3P1/PP4K1/7R b - - 0 33,h7h8 h5h6 g7h6 h1h6 g5h6 g6h6,3,White
2k3r1/1b2n2q/3Q4/ppBp4/3P1P2/PB4p1/1P4R1/4R1K1 w - - 0 35,e1e7 h7b1 b3d1 b1d1 e7e1 d1e1,3,White
r4rkR/pp3qp1/2p2pQ1/3pP3/5P2/P3P3/1P6/2KR4 b - - 3 28,g8h8 d1h1 h8g8 g6h7,2,White
2RQ4/7p/6pk/2p5/p2b4/Pr3P2/KP2R1PP/2r5 w - - 1 38,c8b8 b3a3 b2a3 c1a1,2,White
6k1/pp4rp/6q1/4QR1p/3P4/2P3rP/PP4PK/6R1 w - - 1 31,f5f2 g3h3 h2h3 g6g4 h3h2 g4h4,3,White
5rk1/p5pp/1pPQp3/8/3P4/8/P4qPP/R1r4K w - - 3 29,a1c1 f2f1 c1f1 f8f1,2,Black
4r1k1/1Nb3pp/p2q4/3p2p1/6Q1/7P/PP3PP1/2RRr1K1 w - - 1 25,d1e1 d6h2 g1f1 h2h1,2,Black
r1b1r1k1/ppp2Qpp/8/4q3/3p4/3P2P1/PP4BP/R4RK1 b - - 0 19,g8h8 f7f8 e8f8 f1f8,2,White
2r3k1/6pb/p4R1p/1p6/6QP/6PK/1q4r1/8 b - - 1 32,c8c1 g4e6 g8h8 f6f8 h7g8 e6g8,3,Black
7k/pb5p/1p3qp1/3pP3/1P6/P2Bb1P1/1BP4P/7K w - - 0 28,e5f6 d5d4 d3e4 b7e4,2,Black
r5k1/1p3rBQ/2p2PR1/3p4/8/p6P/PPP2q2/2KR4 b - - 0 24,g8h7 g6h6 h7g8 h6h8,2,White
5r1k/pp4pp/5r2/8/6Q1/1B6/1P4PP/3Rq2K w - - 0 26,d1e1 f6f1 e1f1 f8f1,2,Black
7k/pp4pp/6r1/8/5R1n/P7/1P3PP1/R1B1r2K w - - 2 32,h1h2 g6g2 h2h3 e1h1,2,Black
5r2/pp2Rp1p/2p1nkpP/q4p2/3PNQ2/2P5/PP3PP1/6K1 b - - 2 28,f6e7 f4d6 e7e8 e4f6,2,White
2QR4/kpp3p1/p4pP1/1rP4p/7P/1nP2q2/PP6/K1B5 w - - 3 33,a2b3 b5a5 a1b1 f3e4 d8d3 e4d3,3,Black
r4rk1/2p2p2/p2p4/1p1bp3/1P1bN3/P2P2RP/6P1/5R1K b - - 1 25,g8h8 f1f5 d5e4 d3e4 d4e3 f5h5 e3h6 h5h6,4,White
6r1/p6k/7p/4p3/4Pp2/4q2r/PPQ1R1P1/5R1K w - - 6 32,g2h3 e3h3 e2h2 h3f1,2,Black
8/2Q2pkp/6p1/3P4/4P1b1/4qP2/5nPP/5R1K w - - 3 35,f1f2 e3e1 f2f1 e1f1,2,Black
4k1r1/1n1q4/2p1pR2/p1PpPp2/Pp1P4/3QP3/1P5r/6RK w - - 0 38,h1h2 d7h7 f6h6 h7h6,2,Black
7k/pp5p/4Bp1P/5Pr1/3r2PK/Pq6/3pQ1R1/3R4 w - - 0 39,d1d2 g5h5 h4h5 b3h3,2,White
1r4r1/R2nk1N1/2p1Q2p/3p4/8/2q1P2P/6PK/8 b - - 2 29,e7f8 e6d6 f8g7 a7d7 g7h8 d6h6,3,White
6k1/4Kppp/4p1P1/3r4/7P/1p6/8/8 b - - 0 51,b3b2 g6f7 g8h8 f7f8q,2,Black
2r3k1/ppqn3p/b3Q1pP/5nN1/8/1P4P1/P4PB1/6K1 b - - 4 33,g8h8 g5f7 h8g8 f7d8 g8h8 e6e8 d7f8 e8f8,4,White
3r4/1p2R3/p1k1R3/2ppP1q1/6p1/2PP4/PP4B1/6K1 b - - 0 32,c6b5 e7b7 b5a5 b2b4 c5b4 c3b4 a5a4 e6a6,4,White
3R2rk/1pp1Q1pp/p4p2/4pN2/2P5/1q5P/5PP1/6K1 b - - 1 28,b3b1 g1h2 b1f5 d8g8 h8g8 e7e8,3,White
1r2n1k1/2rRQpR1/pq2p2p/1Np1P3/2P2P2/P7/1P3P1P/2K5 b - - 0 25,g8g7 e7f7 g7h8 f7h7,2,White
r4rk1/6pp/b6q/p2Q4/8/PP4P1/2P2RKP/5R2 b - - 0 26,g8h8 f2f8 a8f8 f1f8,2,White
7k/5p1p/4pP2/2Q5/2PR2r1/5q2/5PbK/4R3 w - - 3 38,d4g4 f3h3 h2g1 h3h1,2,White
6k1/p4ppp/2p2n1r/3b1Q2/8/1PB5/P1r3P1/5K2 b - - 1 29,h6h2 f5c8 f6e8 c8e8,2,Black
4q2r/5p1k/1p2p2R/2p4Q/3P4/8/2r3PP/3K4 b - - 0 31,h7g7 h5g5 g7f8 h6h8,2,White
6k1/p4pp1/7p/8/1PP5/P2r4/4qPPP/4R1K1 w - - 0 30,e1e2 d3d1 e2e1 d1e1,2,Black
b5k1/6p1/p1qb1r2/1p4BQ/8/1P6/P3R1PP/R1q4K w - - 0 37,a1c1 c6c1 g5c1 f6f1,2,Black
2r2rkR/6p1/6n1/p5N1/1p4P1/8/qPPQ4/2K4R b - - 1 34,g6h8 h1h8 g8h8 d2h2 h8g8 h2h7,3,White
2r4k/5r1p/p1p2P1R/1pq1p3/2P1Q3/5N1P/PPP5/1K4R1 w - - 3 26,f3e5 c5g1 e4e1 g1e1,2,White
2r3k1/5ppp/R7/4P3/8/4qP2/3r2PP/4Q1K1 w - - 3 33,e1e3 c8c1 e3e1 c1e1,2,Black
6k1/2p3pp/Nb2Q3/8/q7/P7/5rPP/3R3K b - - 0 25,g8f8 d1d8 a4e8 d8e8,2,White
3r2k1/p4Qpp/2b1p3/1pp1b3/4q3/PB6/1PP1N1PP/5RK1 b - - 0 26,g8h8 f7f8 d8f8 f1f8,2,White
k7/p1Q5/6p1/4r3/1p4qB/8/2R2PKP/8 w - - 4 35,g2f1 g4h3 f1g1 e5e1,2,White
2kr4/ppp2p2/2p5/2b1pp2/4P3/3P2P1/PPP3Pr/R2QR2K w - - 0 18,h1h2 d8h8 d1h5 h8h5,2,Black
1k1rr3/1pQ3p1/pP1P1n1p/7P/3p4/5q2/1BP2P2/R4K1R b - - 2 28,b8a8 a1a6 b7a6 c7a7,2,White
8/2k4p/5qpP/3RN3/2pPB3/2P4P/r7/2Q3K1 w - - 0 38,e4g2 f6f2 g1h2 f2g2,2,White
8/3P4/8/8/2P5/3k1p1P/4p3/5K2 w - - 0 50,f1e1 d3e3 h3h4 f3f2,2,White
1k3r2/1ppR4/p7/2Q1pPp1/6P1/5p2/PP2nP1q/4R2K w - - 0 38,h1h2 f8h8 d7h7 h8h7,2,Black
1k1r4/4qp2/4p2p/Q3P3/8/P3Rb2/1P3P1P/2R2Kr1 w - - 4 26,f1g1 e7g5 g1f1 g5g2 f1e1 g2h1,3,Black
7Q/ppk5/4pBr1/2q2b2/8/2N3P1/PPP2p1P/R3R2K w - - 0 33,e1f1 c5c6 c3d5 c6d5,2,White
r1k3R1/ppp2R2/2np3q/3Np3/8/8/PPP3PP/7K b - - 13 28,c6d8 f7c7 c8b8 g8d8,2,White
2k3r1/p4p2/3Bp3/3pPp2/P2P2p1/2P1P1q1/3NQ1Pr/R4RK1 w - - 2 24,e2f2 h2h1 g1h1 g8h8 h1g1 g3h2,3,White
4R2k/5qp1/p2p3p/1ppb1P2/6PQ/P6P/1BP5/6K1 b - - 0 30,f7e8 h4h6 h8g8 h6g7,2,White
4r1k1/5p1p/2Q3pb/8/6Pn/1P2B3/4rP1P/3R2K1 w - - 3 31,e3h6 e2e1 d1e1 e8e1,2,White
5Qk1/5p1p/3p2p1/2pP3P/8/q4r1P/3B1P2/4R1K1 b - - 0 28,g8f8 d2h6 f8g8 e1e8,2,White
rnbkQ1r1/2q2pNp/p2p1b2/3P4/Pp6/6P1/1PP2PBP/R3R1K1 b - - 1 18,g8e8 e1e8 d8d7 g2h3,2,White
r1b3k1/p5pp/1p2p3/3pP3/2pP2q1/2P1Rp2/PP1Q1P2/1B4KR w - - 2 26,g1f1 g4g2 f1e1 g2h1,2,Black
2k2r2/ppq3pQ/2p5/3p3n/3P4/1P2P2P/PB1N2Pb/R5K1 w - - 1 20,g1h1 h5g3 h1h2 g3f1 h2g1 c7h2,3,Black
r4n1k/4N1p1/p5PQ/1p5p/1PpPp2P/B4b2/P1P2P1q/2K3R1 b - - 5 28,g7h6 g6g7 h8h7 g7g8q,2,White
2k1r3/ppp2p1p/2b2B2/2b1P3/8/2N5/PPP2P1P/3R1RrK w - - 2 18,h1g1 e8g8 f6g5 g8g5,2,Black
r2Q2k1/ppp2ppp/2n5/5b2/8/1NB4P/qPP2PP1/2KRR3 b - - 1 20,a8d8 d1d8 c6d8 e1e8,2,White
2r1r2Q/7R/1nq1k1p1/3pR3/1p1P4/1P6/P6P/6K1 b - - 0 34,e6d6 h8f6 e8e6 f6e6,2,White
3r2k1/ppp2pp1/7p/4q2Q/2P5/8/5PPP/6K1 w - - 0 28,h5e5 d8d1 e5e1 d1e1,2,Black
k6r/7q/3Q4/4PP2/8/2R5/PPP5/1K6 w - - 2 49,d6d3 h7h1 d3d1 h1d1,2,White
r3q1rk/4b2Q/3p1p2/p3p3/4P3/5PR1/PPP1N2P/2K3R1 b - - 0 24,h8h7 g3h3 e8h5 h3h5,2,White
7k/2R4p/1p1p4/3Pp2r/2P1Pp2/6qr/1BP3P1/5QRK w - - 0 38,g2h3 h5h3 f1h3 g3h3,2,Black
6k1/6pp/1p6/r2p2N1/2pP3q/2P4P/P1Q1nr2/R1B1R1K1 w - - 0 31,e1e2 h4g3 g1h1 g3g2,2,Black
8/6Bp/R7/4p1p1/r5Pk/7P/5P1K/8 b - - 0 43,a4a6 g7e5 a6a3 e5g3 a3g3 f2g3,3,White
r2k4/pp2pp1p/3p4/2p5/Q1N1Pb2/2P3rq/PP3P1N/3R1RK1 w - - 0 19,f2g3 h3g3 g1h1 g3h2,2,Black
6Qk/4b1p1/2qp1r1p/p1p2B2/4P1R1/6RP/PP4P1/6K1 b - - 0 30,h8g8 g4g7 g8f8 g7g8 f8f7 g3g7,3,White
5rk1/1pp3p1/6Bp/p3R3/6b1/P5P1/1P3P2/1RBr2K1 w - - 1 30,g1g2 g4f3 g2h3 d1h1,2,Black
8/pp2N1bk/2p5/3p3Q/8/7P/1q3PPK/8 b - - 5 39,g7h6 h5g6 h7h8 g6h6,2,White
5rk1/2R3p1/pq1pp3/1p2b2p/4B3/P6Q/1P3PPP/2R3K1 w - - 2 30,h3h5 b6f2 g1h1 f2f1 c1f1 f8f1,3,White
2r3k1/6p1/3p3p/2r2P1P/1p3Q2/pP6/P5R1/K4q2 w - - 0 38,f4f1 c5c1 f1c1 c8c1,2,Black
1R4k1/5p2/4p2p/3pP2N/p2P2P1/P3n3/2r5/4K3 b - - 1 34,g8h7 h5f6 h7g6 b8g8,2,White
5rk1/3R4/4p1p1/pQ2P1qp/8/5P1n/PPP2RPP/6K1 w - - 3 28,g1f1 g5c1 d7d1 c1d1,2,Black
r5k1/1br3pp/p3Q1n1/1p1p4/3q4/1P1P4/2P3PP/4RR1K b - - 0 23,g8h8 e6e8 a8e8 e1e8 g6f8 f1f8,3,White
5rk1/5pp1/p6p/1p1Q4/2p2P2/6Pb/PP2rq1P/3B1RK1 w - - 0 25,f1f2 e2e1 f2f1 e1f1,2,Black
1r2r1k1/p4pbp/B1Pp2p1/2p5/Q4n2/2P2P1q/PP3P1P/RNB3KR w - - 7 18,c1f4 e8e1 a6f1 e1f1,2,Black
3r1rbk/p2qbRp1/3p2P1/2p5/1p2PN2/3P3P/PPP1Q2K/5BB1 b - - 2 33,g8f7 e2h5 h8g8 h5h7,2,White
8/1Q5p/p2p2pk/4rp2/1Pq5/P5N1/4nPPP/2R3K1 w - - 5 38,g3e2 c4c1 e2c1 e5e1,2,Black
r1b4r/ppkp1Nq1/8/2pQ4/3PPRn1/2P5/PP5p/RN4K1 w - - 0 21,g1h1 g4f2 f4f2 g7g1,2,Black
1r1qr2k/6p1/3p2PR/3B1P2/pp2P3/P5Q1/1P1K4/8 b - - 0 32,g7h6 g6g7 h8h7 g3g6,2,White
r3r1k1/1p5p/p3bQp1/3pN3/1bpB4/2N5/PqP3PP/R4RK1 b - - 0 24,b4c3 f6h8 g8h8 e5f7 h8g8 f7h6,3,White
3r2k1/5p1p/1p4pP/4PpQ1/3q4/P1p5/1r6/5B1K b - - 3 42,d4e5 g5d8 e5e8 d8e8,2,Black
2r5/R7/1p2k3/4p1p1/8/5pP1/P3nP1r/1R5K w - - 0 33,h1h2 c8h8 a7h7 h8h7,2,Black
3R3Q/p4k1p/4q2K/5p2/5Pp1/6P1/P6P/8 w - - 1 44,h6g5 e6g6 g5h4 g6h6,2,Black
1r2Q2k/pp5p/6p1/8/b1q5/Q5BP/PP1b1PP1/4R1K1 b - - 0 31,b8e8 e1e8 a4e8 a3f8 c4g8 g3e5,3,White
7r/8/8/k6r/1R1PB1p1/PR2P1P1/5P2/6K1 w - - 3 49,e4d3 h5h1 g1g2 h8h2,2,White
6k1/5pp1/7p/1pRPr3/p7/P1P5/qPQ3PP/6K1 b - - 4 32,e5d5 c5c8 d5d8 c8d8,2,Black
rn2k2r/pQ3ppp/2b4n/2bN4/2q5/8/P4PPP/4R1KR b kq - 3 16,e8f8 b7c8 c6e8 c8e8,2,White
1k1n1r2/2pQ3p/3p3b/1Nq1p1p1/1p2P3/5P2/5BPP/R5K1 b - - 2 35,c5c6 a1a8 c6a8 d7c7,2,White
2r3k1/6p1/1Q5p/3b4/1P1P4/P5P1/5r1P/4RR1K w - - 3 35,h1g1 f2g2 g1h1 g2g3 e1e4 d5e4 f1f3 e4f3,4,Black
5k2/6RR/3Np2p/p2pn3/6P1/r7/6PK/8 w - - 5 36,g7a7 e5g4 h2g1 a3a1,2,White
r1bq3r/1ppk1P2/p2p1N1p/6p1/2B1Q3/3P4/PP1K2PP/n3R3 b - - 1 23,d8f6 e4e8 h8e8 f7e8q,2,White
8/5pk1/p3p1p1/1p5P/1P3b1K/P1P2b1P/8/3B4 w - - 0 33,d1f3 g6g5 h4g4 f7f5,2,Black
R5k1/5rpp/4p3/8/4P1Q1/3q3P/2r3P1/7K b - - 1 30,f7f8 g4e6 g8h8 a8f8,2,White
6R1/p3pp2/7p/3PQ1pk/2q1n1P1/7P/P4P1K/2r5 b - - 0 32,h5h4 e5g3 e4g3 f2g3,2,White
1r1r2k1/3q2B1/p5PQ/4PN2/1b1N4/1bnP4/1PK5/5RR1 w - - 4 36,d4b3 d7d3 c2c1 c3a2,2,White
6k1/5pp1/PQ1p1q1p/1P2p3/2r5/8/5PrP/R4RK1 w - - 0 27,g1g2 c4g4 g2h1 f6f3,2,Black
r4rk1/2QR1ppp/p3p3/8/2P2q2/1P4n1/PB2BbPP/5R1K w - - 2 19,h2g3 f4h6 e2h5 h6h5,2,Black
8/5p2/6kp/6p1/3RP1K1/6PP/5r2/8 w - - 3 46,h3h4 h6h5 g4h3 g5g4,2,Black
3n4/ppp3Rp/6k1/4Qbp1/2q5/7P/P1P3P1/7K b - - 3 31,g6h6 e5f6 f5g6 g7g6 h7g6 f6h8,3,White
r1bqrnk1/pp4pB/2pb1p2/3pN2Q/3P1P2/2P5/PP1B2PP/R4RK1 b - - 0 14,f8h7 h5f7 g8h8 e5g6,2,White
r4r1k/pp3p1p/2p2P2/3p2Q1/4P3/7R/PqP3PP/5RK1 b - - 0 21,f8g8 h3h7 h8h7 g5h5,2,White
2r4k/5b1p/Q5p1/2b5/8/4q1P1/4n1BP/R4R1K w - - 0 29,f1f7 e2g3 h2g3 e3h6 g2h3 h6h3,3,White
2r1R1k1/p1rq1p1p/1p4p1/3p1nP1/3B4/2P4P/PP2QP2/2K1R3 b - - 8 30,c8e8 e2e8 d7e8 e1e8,2,White
6rk/8/p2p1p2/5Pnp/1p2P3/1P1P3r/1PP1QR1N/6qK w - - 0 36,h1g1 g5f3 g1f1 g8g1,2,Black
2rqrnk1/p4p1p/1p2p1pQ/3pP1NN/3P4/3B4/PP1b1PPP/R5K1 b - - 5 21,g6h5 d3h7 f8h7 h6h7 g8f8 h7f7,3,White
1r4k1/q5p1/2ppN1Pp/3p1p1P/2nP4/1p1QP2B/1P3P2/K2R3R w - - 1 28,a1b1 a7a2 b1c1 a2b2,2,Black
3n3r/kR6/p2B3p/2P3p1/8/1Q4P1/P4PK1/q7 b - - 0 44,d8b7 b3b6 a7a8 b6a6,2,White
8/8/2B2p2/1P4p1/8/pk3P1P/2R3P1/1K2r3 w - - 4 52,c2c1 a3a2 b1a1 e1c1,2,Black
3Q3k/2r5/2P5/1r2q2p/8/6RP/6PK/8 b - - 3 48,h8h7 d8g8 h7h6 g8g6,2,White
8/P4p2/5P1k/2p1R2p/4BR2/6PK/1r1r4/8 w - - 5 45,g3g4 d2h2 h3g3 h5h4 g3f3 h2h3,3,White
8/5kpq/2R2r1p/3pB3/3Q4/1P2P3/P4PPP/6K1 w - - 5 34,e5f6 h7b1 c6c1 b1c1 d4d1 c1d1,3,White
8/8/5k1p/2Q1bBp1/p5PP/3q2P1/P7/7K w - - 9 52,h1h2 d3g3 h2h1 g3h2,2,White
5rQk/2p5/pp1p3p/3Pbp2/8/6RK/P1B3R1/2q5 b - - 9 37,f8g8 g3g8 h8h7 c2f5,2,White
2r2kQ1/4p1n1/1p1p1P2/2qN2P1/4P3/pPnp4/3K1R1R/6N1 b - - 0 30,f8g8 f6f7 g8f8 h2h8,2,White
4Q2k/r2n2bp/pn3RB1/6q1/1pp5/8/PP4PP/7K b - - 1 29,d7f8 f6f8 g7f8 e8f8,2,White
r2Q2k1/5ppp/8/3RpPb1/1p2P3/8/PPr3PP/3R3K b - - 2 29,g5d8 d5d8 a8d8 d1d8,2,White
8/6R1/5B1p/6n1/5R2/6Pk/4r2P/7K w - - 5 45,f6g5 e2e1 f4f1 e1f1,2,White
4r1k1/2Q2p1p/q5p1/2B5/8/1Pb4P/K1P5/3R1R2 w - - 1 24,c5a3 a6a3 a2a3 e8a8 c7a7 a8a7,3,Black
r1q5/1ppbkp2/p1Bp4/4p3/2N1P3/2PP1Pp1/PP4P1/2RQR1Kr w - - 1 19,g1h1 c8h8 h1g1 h8h2 g1f1 h2h1 f1e2 h1g2 e2e3 g2f2,5,Black
4r1k1/1p3pp1/pq5p/3N3P/1P3bP1/PRQ2P2/4r1K1/4R3 w - - 11 38,e1e2 e8e2 g2f1 b6f2,2,Black
2rr2k1/4Rppp/8/3b1P2/RP3p2/6PP/2P2qBK/2Q3N1 w - - 1 26,e7e2 f4g3 h2h1 d5g2,2,Black
5rk1/5Rpp/2R5/4q1n1/2Bp4/5QP1/5PKP/r7 b - - 0 31,g5f7 f3f7 f8f7 c6c8 e5e8 c8e8,3,White
r3Nr2/pp3p1p/4P1pk/8/8/1P4KP/P7/2Bn1R2 b - - 3 30,g6g5 f1f6 h6h5 e8g7,2,White
4rk2/3Q3p/3p2pP/3P4/1PP5/2K2q2/R4P2/7R w - - 2 36,c3b2 e8e2 b2a1 f3h1,2,Black
2n1k3/2Q2ppp/1pB5/7q/5Pb1/4r2P/PP6/2R4K b - - 2 30,e8f8 c7d8 e3e8 d8e8,2,White
r1b2Qk1/pp3ppp/8/1N6/2p1P3/4Bq2/PPP1R2P/3R2K1 b - - 0 23,g8f8 e3c5 f8g8 d1d8,2,White
2R3k1/p4pp1/1p5p/8/6Q1/7P/Pr2q1P1/7K b - - 1 29,g8h7 g4f5 g7g6 f5f7,2,White
2r3k1/1p3p1p/6pb/2qP4/3Q3P/1P1P2P1/PR2N3/1Kr4R w - - 1 28,h1c1 c5c1 e2c1 c8c1,2,Black
3r1b2/R5p1/5p1p/1p4kP/2bB2P1/4PPK1/8/8 b - - 2 35,f8d6 f3f4 d6f4 e3f4,2,White
2r2k2/1R3b1p/r1pp4/3N2P1/4P2q/2Q5/4n1PP/5R1K b - - 5 36,e2c3 f1f7 f8g8 d5f6 g8h8 f7h7 h4h7 b7h7,4,White
2Q4k/6pp/p2r2q1/1p6/8/4r1B1/P5PP/4R1K1 b - - 1 38,g6e8 c8e8 e3e8 e1e8,2,White
r1q2r2/ppp2Npk/5Nbp/2b4Q/8/3P2P1/PPP2P1P/R4RK1 b - - 4 18,g7f6 h5h6 h7g8 h6g6,2,White
r1b1nrk1/1pq2pbp/p2p1P1Q/7P/4P3/2p2P2/PPP5/R3KBR1 b Q - 0 17,c3b2 g1g7 e8g7 h6g7,2,White
6rk/6Qp/2pP4/1n2B2n/1p5P/q2P4/PpP5/1K3RR1 b - - 0 29,h5g7 e5g7 g8g7 f1f8 g7g8 g1g8,3,White
5Rk1/3Q4/5pp1/3P4/5B1P/5qP1/r4P2/6K1 b - - 0 44,g8f8 f4h6 f8g8 d7g7,2,White
2r2bk1/1pq2pp1/p3pN1p/7Q/P7/2P1P3/6RP/6K1 b - - 3 27,g8h8 h5h6 g7h6 g2g8,2,White
b1kr2n1/pQpnqpp1/P3p2r/3pN2p/3P4/2PBP1P1/3N1PP1/1R2K2R b K - 6 18,a8b7 a6b7 c8b8 e5c6,2,White
r4qrk/1p4p1/p4pQR/2pp4/4P3/1PPP3R/2P3PP/6K1 b - - 0 24,g7h6 h3h6 f8h6 g6h6,2,White
5r1k/6rn/7R/1p1BQ3/2p1PP2/PnPq4/KP6/8 b - - 0 45,d3g3 h6h7 h8h7 e5h5,2,Black
